title,tekst,url
Czy mogę zamawiać jako gość?,"Posiadanie konta „Mój zooplus” ma wiele zalet. Jeśli nie chcesz przegapić żadnych , zalecamy założyć konto ""Mój zooplus"". Masz jednak możliwość złożenia zamówienia bez zakładania konta klienta. Po prostu dodaj Twoje produkty do koszyka i przejdź do kasy. Na stronie „Witamy w zooplus” wybierz „Nowy klient/gość”, odznacz pole „Zarejestruj się” i kontynuuj zakupy.",https://support.zooplus.pl/pl/support/solutions/articles/76000049356-czy-mog%C4%99-zamawia%C4%87-jako-go%C5%9B%C4%87-
Dostawca wycofuje produkt,"Dobro zwierząt jest dla nas najwyższym priorytetem. W sytuacji, gdy dojdzie do wycofania produktu przez jednego z naszych dostawców, powiadomimy Cię o tym. Jeśli jesteś zaniepokojony wycofaniem produktu, a nie otrzymałeś jeszcze od nas powiadomienia, prosimy o kontakt z naszym . Zweryfikujemy sprawę z dostawcą i poinformujemy Cię tak szybko, jak to możliwe.",https://support.zooplus.pl/pl/support/solutions/articles/76000049400-dostawca-wycofuje-produkt
Produkt przestał działać po pewnym czasie,"W pierwszej kolejności zalecamy zapoznanie się z instrukcją obsługi produktu. Wiele instrukcji zawiera przewodnik rozwiązywania problemów. Jeśli nie uda Ci się rozwiązać problemu, prosimy o kontakt z naszym . W celu sprawnego zgłoszenia sprawy, prosimy przygotować następujące informacje:",https://support.zooplus.pl/pl/support/solutions/articles/76000049399-produkt-przesta%C5%82-dzia%C5%82a%C4%87-po-pewnym-czasie
Jak mogę utworzyć konto klienta?,"Zakupy w zooplus są szybkie, łatwe i bezpieczne. Podczas procesu składania zamówienia zostaniesz poproszony o informację, czy chcesz zarejestrować konto. Rejestracja jest bezpłatna i niezobowiązująca. Po dodaniu produktów do koszyka, kliknij ikonę koszyka na górze strony, a następnie na „Dalej”. Na stronie ""Witamy w zooplus"" wybierz ""Nowy Klient"", wypełnij formularz rejestracyjny i złóż zamówienie.",https://support.zooplus.pl/pl/support/solutions/articles/76000049265-jak-mog%C4%99-utworzy%C4%87-konto-klienta-
Mojemu zwierzakowi nie odpowiada zamówione jedzenie,"Chcielibyśmy, aby Twój zwierzak był zadowolony z naszych produktów. Możesz zwrócić zakupiony nieotwarty produkt w ciągu 14 dni od jego dostawy. Niektórzy z naszych producentów oferują gwarancję satysfakcji. Aby uzyskać więcej informacji na ten temat, prosimy o kontakt z . W celu sprawnego zgłoszenia sprawy, prosimy przygotować następujące informacje: Ponieważ nie oferujemy możliwości zwrotu otwartych produktów żywnościowych, szczególnie jeśli producent nie udziela na nie gwarancji satysfakcji, zalecamy wypróbowanie małego opakowania przed zakupem większego. Więcej informacji na temat zwrotów znajdziesz tutaj: .",https://support.zooplus.pl/pl/support/solutions/articles/76000049398-mojemu-zwierzakowi-nie-odpowiada-zam%C3%B3wione-jedzenie
Otrzymany produkt nie spełnia oczekiwań,"Jeśli jakość otrzymanego przez Ciebie produktu nie spełnia Twoich oczekiwań, prosimy o kontakt z naszym . W celu sprawnego zgłoszenia sprawy, prosimy przygotować następujące informacje:",https://support.zooplus.pl/pl/support/solutions/articles/76000049397-otrzymany-produkt-nie-spe%C5%82nia-oczekiwa%C5%84
Darmowe próbki,"W naszej regularnej ofercie nie mamy darmowych próbek produktów. Większość karm i przysmaków w naszym asortymencie jest dostępna w mniejszych opakowaniach, dlatego możesz sprawdzić, czy spodobają się Twojemu zwierzakowi bez konieczności nabywania dużej ilości. Wszelkie zmiany w diecie Twojego zwierzaka należy wprowadzać powoli. Gwałtowne zmiany mogą spowodować nietolerancję lub niekorzystne reakcje. Małe opakowania są idealne zarówno w celu wypróbowania smaku, jak i zagwarantowania bezpiecznej zmiany diety.",https://support.zooplus.pl/pl/support/solutions/articles/76000049396-darmowe-pr%C3%B3bki
Jak długo ważne są Wasze oferty promocyjne?,Większość ofert specjalnych jest dostępna tylko do wyczerpania zapasów. Oferty te mogą ulec zmianie. Wszystkie artykuły (w tym artykuły objęte ofertami specjalnymi) można zamawiać wyłącznie w ilościach detalicznych. W niektórych przypadkach ilość ta jest ściśle ograniczona (np. do zakupu 1 - 2 sztuk określonego produktu). Ma to na celu stworzenie wszystkim klientom możliwości nabycia danego produktu.,https://support.zooplus.pl/pl/support/solutions/articles/76000049395-jak-d%C5%82ugo-wa%C5%BCne-s%C4%85-wasze-oferty-promocyjne-
Jak mogę dowiedzieć się o Waszych aktualnych ofertach?,"Informacje o naszych aktualnych ofertach znajdziesz w naszym newsletterze zooplus. Zapisz się do i uzyskaj dostęp do naszych najnowszych ofert. Dzięki newsletterowi możesz otrzymywać regularne powiadomienia drogą email o naszych najnowszych ofertach specjalnych, wyprzedażach, artykułach gratisowych i nowościach w asortymencie.",https://support.zooplus.pl/pl/support/solutions/articles/76000049394-jak-mog%C4%99-dowiedzie%C4%87-si%C4%99-o-waszych-aktualnych-ofertach-
"Produkt, który chcę zamówić, jest niedostępny. Czy mogę go zamówić?","Jeżeli produkt, którego zakup rozważasz, jest chwilowo niedostępny, skorzystaj z opcji ""Powiadom mnie o dostępności,"" a poinformujemy Cię o jego ponownej dostępności. Kliknij ikonkę „Powiadom mnie o dostępności” po prawej stronie, wpisz Twój adres e-mail i kliknij Wyślij. Gdy tylko artykuł będzie ponownie dostępny, powiadomimy Cię o tym drogą mailową.",https://support.zooplus.pl/pl/support/solutions/articles/76000049390-produkt-kt%C3%B3ry-chc%C4%99-zam%C3%B3wi%C4%87-jest-niedost%C4%99pny-czy-mog%C4%99-go-zam%C3%B3wi%C4%87-
"Nie wiem, którą karmę wybrać","Jeśli chcesz uzyskać poradę, jak żywić Twojego psa lub kota, skontaktuj się z naszą infolinią pod numerem +48 12 20 05 223 (wybierz „4”) lub poprzez . Nasi konsultanci do spraw żywienia zwierząt są do Twojej dyspozycji od poniedziałku do piątku w godzinach 8:00-20:00 oraz w soboty od 9:00-16:00. Aby uzyskać jak najlepszą poradę, przygotuj wcześniej następujące informacje na temat zwierzęcia: Pamiętaj, że w przypadku jakichkolwiek problemów zdrowotnych Twojego pupila musisz koniecznie skontaktować się z lekarzem weterynarii.",https://support.zooplus.pl/pl/support/solutions/articles/76000049393-nie-wiem-kt%C3%B3r%C4%85-karm%C4%99-wybra%C4%87
"Nie mogę znaleźć produktu, który chcę zamówić","Istnieje wiele powodów, dla których dany produkt może nie wyświetlać się w naszym sklepie. By dowiedzieć się więcej, prosimy o kontakt z .",https://support.zooplus.pl/pl/support/solutions/articles/76000049391-nie-mog%C4%99-znale%C5%BA%C4%87-produktu-kt%C3%B3ry-chc%C4%99-zam%C3%B3wi%C4%87
Mam pytanie dotyczące produktu,"Staramy się, by w opisach naszych produktów znalazły się wszystkie niezbędne informacje i szczegóły. Jeśli jednak potrzebujesz dodatkowych informacji, skontaktuj się z naszym .",https://support.zooplus.pl/pl/support/solutions/articles/76000049392-mam-pytanie-dotycz%C4%85ce-produktu
Gdzie mogę znaleźć moje faktury?,"Przegląd Twoich poprzednich zamówień i plików PDF z fakturami znajdziesz w sekcji „Moje zamówienia” w koncie klienta . Twoja faktura zostanie do Ciebie również wysłana e-mailem jako plik PDF do pobrania. W trosce o ochronę środowiska zooplus nie wystawia już papierowych faktur. Sprawdź, czy wiadomość e-mail z fakturą nie trafiła do folderu spam.",https://support.zooplus.pl/pl/support/solutions/articles/76000049429-gdzie-mog%C4%99-znale%C5%BA%C4%87-moje-faktury-
Przeprowadzam się do innego kraju. Czy nadal mogę kupować w zooplus?,"Sklepy internetowe zooplus działają na terenie całej Europy, w prawie wszystkich językach europejskich. Jeśli przeprowadzasz się do innego kraju, nadal możesz kupować wszystkie Twoje ulubione produkty w sklepie internetowym zooplus w tym kraju. Nie musisz tworzyć nowego konta - jako zarejestrowany klient możesz zalogować się do dowolnego sklepu zooplus, używając Twoich aktualnych danych logowania. Aby zakupy były wygodne i spersonalizowane, zalecamy korzystanie ze sklepu internetowego zooplus właściwego dla kraju, w którym przebywasz. Aby uzyskać informacje na temat dostępności produktów i dostawy, sprawdź stronę lokalnego sklepu zooplus. Lista wszystkich krajów, w których znajdują się sklepy internetowe zooplus, dostępna jest na dole naszej strony internetowej.",https://support.zooplus.pl/pl/support/solutions/articles/76000049430-przeprowadzam-si%C4%99-do-innego-kraju-czy-nadal-mog%C4%99-kupowa%C4%87-w-zooplus-
Jak mogę usunąć moje konto klienta?,"Jeśli jesteś i chcesz usunąć Twoje konto klienta, prosimy wypełnić następujący Jeśli jesteś lub , wypełnij ten Wypełnij wymagane pola formularza. Jako , wybierz „Usunięcie danych.” Więcej informacji na temat Twoich danych osobowych znajdziesz w naszej",https://support.zooplus.pl/pl/support/solutions/articles/76000049431-jak-mog%C4%99-usun%C4%85%C4%87-moje-konto-klienta-
Gdzie mogę znaleźć moje dane i jak mogę je zmienić?,"Aby zmienić Twoje dane osobowe, zaloguj się do Twojego konta klienta i przejdź do sekcji „Moje dane”. Znajdziesz tam wszystkie Twoje dane osobowe, które możesz zaktualizować ze skutkiem natychmiastowym. Ze względu na ochronę danych osobowych możesz dokonać zmian bezpośrednio w koncie klienta „Mój zooplus”.",https://support.zooplus.pl/pl/support/solutions/articles/76000049428-gdzie-mog%C4%99-znale%C5%BA%C4%87-moje-dane-i-jak-mog%C4%99-je-zmieni%C4%87-
Jak mogę zmienić lub zresetować hasło?,"W celu zmiany hasła, zaloguj się do konta wybierz „Moje dane” w sekcji „Zarządzanie zamówieniami” a następnie kliknij „Zmień” w sekcji „E-mail.” Jeśli nie pamiętasz hasła, skorzystaj z funkcji „Nie pamiętam hasła” . Wpisz adres e-mail powiązany z Twoim kontem zooplus (upewnij się, że przed lub po adresie e-mail nie ma żadnych dodatkowych spacji). Następnie kliknij „Zresetuj hasło.” Wyślemy Ci wiadomość e-mail umożliwiającą zresetowanie hasła. Jeśli nie otrzymasz wiadomości w ciągu najbliższych 15 minut, sprawdź folder spam.",https://support.zooplus.pl/pl/support/solutions/articles/76000049426-jak-mog%C4%99-zmieni%C4%87-lub-zresetowa%C4%87-has%C5%82o-
"Jak utworzyć konto ""Mój zooplus""?","Podczas procesu realizacji zamówienia zostaniesz poproszony o informację, czy chcesz się zarejestrować. Założenie konta klienta ""Mój zooplus"" jest szybkie i łatwe, a rejestracja jest bezpłatna i niezobowiązująca. Po dodaniu produktów do koszyka, kliknij ikonę koszyka na górze strony, a następnie na „Dalej”. Na stronie ""Witamy w zooplus"" wybierz ""Nowy Klient"", wypełnij formularz rejestracyjny i złóż zamówienie.",https://support.zooplus.pl/pl/support/solutions/articles/76000049425-jak-utworzy%C4%87-konto-m%C3%B3j-zooplus-
"Jakie są korzyści z posiadania konta ""Mój zooplus""?","Jest wiele korzyści, w tym:",https://support.zooplus.pl/pl/support/solutions/articles/76000049424-jakie-s%C4%85-korzy%C5%9Bci-z-posiadania-konta-m%C3%B3j-zooplus-
„Poleć nas znajomym” - jak to działa?,"Jako klient zooplus doskonale znasz korzyści z robienia zakupów w naszym sklepie. Możesz również zdobyć zooPunkty przesyłając znajomym, rodzinie i współpracownikom, którzy jeszcze nie zamawiali w zooplus, spersonalizowany link z zaproszeniem zawierającym kupon powitalny! Dowiedz się więcej . Pamiętaj: Znajomy, który składa zamówienie przez zaproszenie, musi być nowym klientem. Twoje zooPunkty zostaną przypisane do Twojego konta dopiero po pomyślnym opłaceniu i otrzymaniu zamówienia przez osobę polecaną. Wartość nagrody zależy od sklepu, w którym Twój znajomy wykorzystał link z poleceniem.",https://support.zooplus.pl/pl/support/solutions/articles/76000049421--pole%C4%87-nas-znajomym-jak-to-dzia%C5%82a-
Jak mogę zmienić mój adres e-mail?,"W celu zmiany adresu e-mail prosimy o kontakt z naszym Serwisem Obsługi Klienta, który z przyjemnością zajmie się Twoim zgłoszeniem.",https://support.zooplus.pl/pl/support/solutions/articles/76000049427-jak-mog%C4%99-zmieni%C4%87-m%C3%B3j-adres-e-mail-
„Poleć nas znajomym” nie działa – co zrobić?,"W pierwszej kolejności sprawdź i czy spełnione zostały wszystkie warunki. Pamiętaj: Jeśli wszystkie warunki zostały spełnione a polecenie nie działa, skontaktuj się z naszym w celu uzyskania dalszej pomocy.",https://support.zooplus.pl/pl/support/solutions/articles/76000049422--pole%C4%87-nas-znajomym-nie-dzia%C5%82a-co-zrobi%C4%87-
Jak mogę stworzyć “Profil mojego pupila”?,"Jeśli jesteś zarejestrowanym klientem zooplus, możesz utworzyć profil Twojego pupila dla każdego z Twoich zwierząt. W celu utworzenia profilu: Możesz stworzyć kilka różnych profili dla wszystkich Twoich zwierząt w Twoim koncie ""Mój zooplus"" i dodać zdjęcia do 4,5 MB do każdego z nich. Po utworzeniu profilu Twojego zwierzaka, będzie Cię mógł on powitać podczas kolejnego logowania do konta ""Mój zooplus"".",https://support.zooplus.pl/pl/support/solutions/articles/76000049423-jak-mog%C4%99-stworzy%C4%87-profil-mojego-pupila-
Moje zooPunkty straciły ważność - czy mogę je odnowić?,"Jeżeli w ciągu 12 miesięcy od zapisania zooPunktów na koncie klienta punkty nie zostaną zamienione na premię, przepadną do końca kwartału. zooPunkty zdobyte w dodatkowych promocjach mogą mieć krótszy termin ważności. Ta data nie może zostać zmieniona ani przedłużona. Termin ważności zooPunktów możesz sprawdzić w koncie . Przejdź do zakładki , aby sprawdzić regulamin i uzyskać więcej informacji.",https://support.zooplus.pl/pl/support/solutions/articles/76000049420-moje-zoopunkty-straci%C5%82y-wa%C5%BCno%C5%9B%C4%87-czy-mog%C4%99-je-odnowi%C4%87-
Jak mogę przekazać moje zooPunkty na rzecz bezdomnych zwierząt?,"W ramach „Zapunktuj pomocą!” możesz przekazywać Twoje punkty na rzecz bezdomnych zwierząt. To bardzo proste. Wystarczy, że wejdziesz na , wybierzesz właściwą „cegiełkę” i dodasz ją do koszyka. Kiedy skończysz zakupy, zooPunkty zostaną odjęte z Twojego konta i przekazane zwierzętom w potrzebie. Punkty możesz podarować tylko podczas składania zamówienia. Więcej informacji na temat Programu, znajdziesz .",https://support.zooplus.pl/pl/support/solutions/articles/76000049419-jak-mog%C4%99-przekaza%C4%87-moje-zoopunkty-na-rzecz-bezdomnych-zwierz%C4%85t-
Dlaczego moje zooPunkty nie zostały naliczone?,"zooPunkty zostaną przypisane do Twojego konta po tym, jak Twoje zamówienie zostanie opłacone i nadane w całości. W przypadku zamówień złożonych z metodą płatności „Płatność przy odbiorze,” zaksięgowanie płatności może zająć kilka dni roboczych, także punkty zostaną aktywowane dopiero po zaksięgowaniu wpłaty.",https://support.zooplus.pl/pl/support/solutions/articles/76000049418-dlaczego-moje-zoopunkty-nie-zosta%C5%82y-naliczone-
Jak mogę wykorzystać moje zooPunkty?,"zooPunkty można łatwo zamienić na niezwykłe darmowe produkty dla Twojego zwierzaka. Oto, jak to zrobić: zooPunkty można zamienić wyłącznie na artykuły znajdujące się w naszym specjalnym . Nie ma możliwości zamiany zooPunktów na dowolny artykuł z całego naszego asortymentu. Nie jest możliwe zsumowanie punktów z różnych kont lub przeniesienie punktów z jednego konta na inne. Przejdź do zakładki , aby sprawdzić regulamin i uzyskać więcej informacji.",https://support.zooplus.pl/pl/support/solutions/articles/76000049417-jak-mog%C4%99-wykorzysta%C4%87-moje-zoopunkty-
Co to są zooPunkty?,"W zooplus nagradzamy naszych klientów zooPunktami. Zarejestrowani klienci zooplus za każde wydane 4,00 zł automatycznie otrzymują 1 zooPunkt. Zbieranie zooPunktów bardzo się opłaca, a ich wymiana jest prosta i szybka. Wybierz produkt w naszym , dodaj go do koszyka i wykorzystaj zooPunkty, aby otrzymać produkt za darmo! Pamiętaj: Przejdź do zakładki , aby sprawdzić regulamin i uzyskać więcej informacji.",https://support.zooplus.pl/pl/support/solutions/articles/76000049416-co-to-s%C4%85-zoopunkty-
Jak otrzymać zooPunkty za subskrypcję newslettera?,"Po pomyślnym zapisaniu się do newslettera otrzymasz od nas e-mail zawierający specjalny kod kuponu, który upoważnia do odbioru 333 zooPunktów. Wprowadź kod podczas składania kolejnego zamówienia jako zarejestrowany klient, a punkty zostaną automatycznie dodane do Twojego konta Klienta. Punkty będą aktywne jak tylko zamówienie zostanie przez Ciebie odebrane i w pełni opłacone. E-mail z powitalnym kodem kuponu powinien zostać dostarczony do Ciebie do 24 godzin. Jeśli nadal nie otrzymałeś od nas wiadomości, sprawdź folder spam/junk. Alternatywnie wyszukaj w Twojej skrzynce odbiorczej wiadomość o tytule „Twój newsletter zooplus"".",https://support.zooplus.pl/pl/support/solutions/articles/76000049415-jak-otrzyma%C4%87-zoopunkty-za-subskrypcj%C4%99-newslettera-
Jak mogę wypisać się z newslettera?,"Subskrypcję możesz anulować w dowolnym momencie. W tym celu skorzystaj z linka „Wypisz się” na dole każdego newslettera. Alternatywnie zaloguj się do konta ""Mój zooplus"", przejdź do zakładki i zrezygnuj z subskrypcji odznaczając kategorie, z których chcesz zrezygnować. Pamiętaj: Ze względu na politykę prywatności, z subskrypcji możesz zrezygnować tylko osobiście.",https://support.zooplus.pl/pl/support/solutions/articles/76000049413-jak-mog%C4%99-wypisa%C4%87-si%C4%99-z-newslettera-
"Zapisałem się do newslettera, ale go nie otrzymuję","Kiedy zapiszesz się do naszego newslettera, otrzymasz potwierdzenie e-mail wraz z linkiem do aktywacji Twojej subskrypcji. Czasami newsletter jest przenoszony automatycznie do folderu spam w Twojej skrzynce e-mailowej. Sprawdź, czy tak się nie stało. Jeśli znajdziesz tam newsletter zooplus, dodaj nasz adres e-mail do Twoich kontaktów, aby uniknąć zaklasyfikowania go jako spamu w przyszłości. Jeśli nadal nie otrzymujesz naszego newslettera i nie znalazłeś go w folderze spam, skontaktuj się z naszym",https://support.zooplus.pl/pl/support/solutions/articles/76000049414-zapisa%C5%82em-si%C4%99-do-newslettera-ale-go-nie-otrzymuj%C4%99
Jak zapisać się do newslettera?,"Zapisz się do naszego darmowego newslettera i dowiedz się o naszych aktualnych promocjach, ofertach i zniżkach. To bardzo proste: jeśli masz już konto ""Mój zooplus"", zaloguj się i kliknij w zakładkę . Wybierz, który newsletter chcesz otrzymywać i kliknij „subskrybuj”. Otrzymasz potwierdzenie e-mailowe wraz z linkiem do aktywacji Twojej subskrypcji. Jeśli nie masz konta „Mój zooplus”, postępuj w następujący sposób: 1. Odwiedź stronę z naszym 2. Wprowadź Twój adres e-mail 3. Wybierz newsletter, który chcesz otrzymywać i kliknij „subskrybuj” 4. Sprawdź w skrzynce, czy e-mail z prośbą o potwierdzenie subskrypcji został wysłany 5. Kliknij w link w celu aktywacji subskrypcji",https://support.zooplus.pl/pl/support/solutions/articles/76000049412-jak-zapisa%C4%87-si%C4%99-do-newslettera-
Nie mogę zrealizować mojego kuponu,"Jeśli kupon nie działa, spróbuj: Pamiętaj: Aby otrzymać dalszą pomoc, prosimy o kontakt z naszym Będziemy potrzebować kodu kuponu, jaki został przez Ciebie użyty.",https://support.zooplus.pl/pl/support/solutions/articles/76000049410-nie-mog%C4%99-zrealizowa%C4%87-mojego-kuponu
W jaki sposób mogę zrealizować kupon?,"Dodaj produkty do koszyka. Przejdź do koszyka i przeglądu wybranych przez Ciebie artykułów. Wprowadź kod kuponu w pole „Twój kod promocyjny"" na stronie „Zawartość Twojego koszyka”. Kliknij ""Aktywuj kod"", a odpowiednia zniżka zostanie naliczona. Pamiętaj: W razie jakichkolwiek pytań prosimy o kontakt z naszym .",https://support.zooplus.pl/pl/support/solutions/articles/76000049409-w-jaki-spos%C3%B3b-mog%C4%99-zrealizowa%C4%87-kupon-
Zniżka nie została naliczona,"Jeśli tak się stało, sprawdź warunki tej zniżki/promocji: Jeśli produkt kwalifikuje się do rabatu i spełnione zostały wszystkie wymagania, prosimy o kontakt z naszym .",https://support.zooplus.pl/pl/support/solutions/articles/76000049411-zni%C5%BCka-nie-zosta%C5%82a-naliczona
Czy moja paczka zaginęła?,"Czasami może dojść do opóźnień w dostawie z przyczyn od nas niezależnych. Jeśli uważasz, że Twoja przesyłka powinna już zostać dostarczona, sprawdź jej aktualny status za pomocą linku w powiadomieniu e-mail o nadaniu paczki lub wejdź na stronę firmy kurierskiej i wprowadź numer śledzenia paczki. Jeśli przesyłka ma status Niekompletny adres/Niepoprawny adres, możesz skontaktować się bezpośrednio z firmą kurierską w tej sprawie. W przypadku, gdy status przesyłki nie uległ zmianie od kilku dni lub też potrzebujesz dalszej pomocy, prosimy o kontakt z naszym . W celu sprawnego zgłoszenia sprawy, prosimy przygotować następujące informacje: Skontaktujemy się z firmą kurierską odpowiadającą za przesyłkę, aby uruchomić procedurę ustalenia lokalizacji paczki. Dołożymy wszelkich starań, żeby niezwłocznie zawiadomić Cię o uzyskanych informacjach i rozwiązaniu sprawy.",https://support.zooplus.pl/pl/support/solutions/articles/76000049385-czy-moja-paczka-zagin%C4%99%C5%82a-
Jak mogę śledzić moją paczkę?,"Zastanawiasz się, gdzie aktualnie znajduje się Twoja paczka? Teraz masz możliwość sprawdzenia tej informacji. Klikając na te linki, zostaniesz przekierowany do strony internetowej Gdy Twoja paczka opuści nasz magazyn, powiadomimy Cię o tym drogą mailową. Wiadomość ta będzie zawierać bezpośredni link do śledzenia przesyłki na stronie firmy kurierskiej. Aby sprawdzić status paczki, skorzystaj z linka podanego w wiadomości e-mail potwierdzającej nadanie paczki lub też wpisz podany numer śledzenia paczki na stronie firmy kurierskiej. Status paczki możesz również sprawdzić w koncie klienta , w zakładce Moje zamówienia. Ważna informacja: Zanim podany numer śledzenia stanie się aktywny, może minąć trochę czasu. Współpracujące z nami firmy kurierskie zwykle umożliwiają śledzenie paczki w ciągu 1-2 dnia roboczego od jej nadania.",https://support.zooplus.pl/pl/support/solutions/articles/76000049382-jak-mog%C4%99-%C5%9Bledzi%C4%87-moj%C4%85-paczk%C4%99-
Moja paczka dotarła uszkodzona/Produkt dotarł uszkodzony,"W przypadku otrzymania uszkodzonego produktu lub paczki, prosimy o kontakt z naszym . W celu sprawnego zgłoszenia sprawy, prosimy przygotować następujące informacje:",https://support.zooplus.pl/pl/support/solutions/articles/76000049384-moja-paczka-dotar%C5%82a-uszkodzona-produkt-dotar%C5%82-uszkodzony
"Moja paczka została nadana, ale śledzenie przesyłki nie jest możliwe","Możliwość śledzenia paczki może być dostępna dopiero po pewnym czasie. Jak tylko Twoja paczka zostanie spakowana i przygotowana do nadania, dane paczki zostaną przesłane do wybranej firmy kurierskiej. Link do śledzenia przesyłki nie będzie aktywny, dopóki Twoja paczka nie zostanie odebrana i przetworzona w centrum dystrybucyjnym firmy kurierskiej. Gdy to nastąpi, status przesyłki zostanie zaktualizowany na stronie śledzenia.",https://support.zooplus.pl/pl/support/solutions/articles/76000049383-moja-paczka-zosta%C5%82a-nadana-ale-%C5%9Bledzenie-przesy%C5%82ki-nie-jest-mo%C5%BCliwe
Kiedy moja paczka zostanie nadana?,"Większość zamówień jest realizowana i nadawana w ciągu 24 godzin. Maksymalny czas dostawy wynosi 5 dni roboczych. Czas dostawy może różnić się w zależności od dnia tygodnia, w którym złożono zamówienie, użytej metody płatności czy dostępności produktów. Jeżeli ostatni dzień terminu dostawy przypada na sobotę, niedzielę lub dzień świąteczny, termin dostawy zostaje automatycznie przedłużony na kolejny dzień roboczy. Więcej informacji na ten temat znajdziesz tutaj: .",https://support.zooplus.pl/pl/support/solutions/articles/76000049381-kiedy-moja-paczka-zostanie-nadana-
Czy adres dostawy może być inny niż adres na fakturze?,"Podczas składania zamówienia będziesz mieć możliwość podania innego adresu dostawy niż adres na fakturze. Pamiętaj: Jeśli chcesz zmienić tylko adres dostawy, zanim zachowasz zmiany upewnij się, że opcja ""Adres na fakturze taki sam jak adres dostawy"" znajdująca się na dole formularza, została odznaczona.",https://support.zooplus.pl/pl/support/solutions/articles/76000049380-czy-adres-dostawy-mo%C5%BCe-by%C4%87-inny-ni%C5%BC-adres-na-fakturze-
Towary mrożone i ponadgabarytowe,"Zamówienia obejmujące produkty mrożone lub ponadgabarytowe podlegają szczególnym warunkom dostaw. Dostawa takich towarów może zająć dłużej niż w przypadku standardowych towarów. Towary mrożone i ponadgabarytowe są dostarczane wyłącznie za pośrednictwem specjalnych firm kurierskich lub spedycyjnych, a zatem możesz nie mieć możliwości wyboru firmy kurierskiej. Informacje te znajdują się w opisie produktu.",https://support.zooplus.pl/pl/support/solutions/articles/76000049379-towary-mro%C5%BCone-i-ponadgabarytowe
Czy moje zamówienie może zostać nadane w określony dzień?,"Nie mamy możliwości podania dokładnego dnia nadania paczki. Na ostatnim etapie składania Twojego zamówienia możesz zaakceptować ewentualną późniejszą dostawę. W przypadku zaznaczenia tej opcji, czas realizacji może wydłużyć się maksymalnie o 3 dodatkowe dni robocze.",https://support.zooplus.pl/pl/support/solutions/articles/76000049376-czy-moje-zam%C3%B3wienie-mo%C5%BCe-zosta%C4%87-nadane-w-okre%C5%9Blony-dzie%C5%84-
Czy mogę wybrać punkt odbioru paczek jako adres dostawy?,"Podczas składania zamówienia w naszym sklepie internetowym nie można bezpośrednio wpisać adresu punktu odbioru jako adresu dostawy. Jednak oferujemy alternatywne opcje dostawy przez naszych partnerów kurierskich. DPD: pozwala na wybranie punktu odbioru paczek podczas składania zamówienia. InPost: możesz wybrać dostawę paczki do Paczkomatu. Przy finalizacji swojego zamówienia wybierz dogodną opcję ""Dostawa do punktów odbioru"". Korzystając z tych form dostawy, możesz otrzymać paczkę do miejsca, które jest dla Ciebie najwygodniejsze.",https://support.zooplus.pl/pl/support/solutions/articles/76000049377-czy-mog%C4%99-wybra%C4%87-punkt-odbioru-paczek-jako-adres-dostawy-
Czy mogę wybrać firmę kurierską?,Podczas składania zamówienia dostępne są następujące opcje dostawy: Więcej informacji na ten temat znajdziesz tutaj: .,https://support.zooplus.pl/pl/support/solutions/articles/76000049375-czy-mog%C4%99-wybra%C4%87-firm%C4%99-kuriersk%C4%85-
Zamówienia o wadze powyżej 31 kg,"Maksymalna waga dowolnej paczki, jaką możemy dostarczyć, to 31 kg. Zamówienia o wadze przekraczającej 31 kg będą dostarczane w 2 lub większej liczbie paczek (w zależności od wagi). Ostateczny koszt dostawy można sprawdzić w podglądzie zamówienia po zalogowaniu lub podaniu adresu dostawy.",https://support.zooplus.pl/pl/support/solutions/articles/76000049374-zam%C3%B3wienia-o-wadze-powy%C5%BCej-31-kg
"Co się stanie, jeśli nie będzie mnie w domu podczas próby doręczenia paczki?","Firmy kurierskie dostarczają przesyłki pod wskazany adres albo pozostawiają je u sąsiadów. Jeżeli doręczenie nie doszło do skutku, najczęściej w takiej sytuacji otrzymasz powiadomienie mailowe od firmy kurierskiej, gdzie i kiedy odebrać przesyłkę lub też informacje o nowym terminie, w którym kurier spróbuje podjąć drugą próbę dostarczenia paczki (druga próba odbywa się zazwyczaj w kolejnym dniu roboczym). Jeżeli doręczenie przesyłki nadal nie będzie możliwe, firma kurierska przekaże paczkę z powrotem do lokalnej filii, skąd przesyłka może zostać odebrana zanim zostanie odesłana do nadawcy. Czas na odebranie przesyłki różni się w zależności od firmy kurierskiej.",https://support.zooplus.pl/pl/support/solutions/articles/76000049378-co-si%C4%99-stanie-je%C5%9Bli-nie-b%C4%99dzie-mnie-w-domu-podczas-pr%C3%B3by-dor%C4%99czenia-paczki-
Jakie są koszty przesyłki?,"obowiązuje dla zamówień . Przy wartości zamówienia 8–78,99 zł, koszty przesyłki wynoszą 15 zł (kurier DPD oraz kurier DHL) lub 12 zł (InPost Paczkomat® oraz DPD punkt odbioru), przy wartości zamówienia 79–98,99 zł, koszty przesyłki wynoszą 8 zł. Zamówienia o wadze powyżej 31 kg będą wysyłane w 2 lub więcej paczkach (w zależności od wagi). Szczegółowe informacje na temat kosztów przesyłki znajdziesz tutaj:",https://support.zooplus.pl/pl/support/solutions/articles/76000049373-jakie-s%C4%85-koszty-przesy%C5%82ki-
